bin/phyloP -r 0 --wig-scores --mode CONACC --method LRT InnerNodeData/Mods/F84.rivas.mod.tree1 InnerNodeData/Alignments/allPossibilities2.fa -x InnerNodeData/Mods/F84.rivas.infoX --originalF84E
null	alt	scale	pValue
-10.346814	-6.907527	83.798186       0.00872351
-8.573116	-5.107836	86.106800       0.00847352
-10.946145	-7.509222	83.632078       0.00874662
-9.076568	-5.623735	85.082087       0.00859230
-8.018440	-4.529489	88.311085       0.00825223
-7.477822	-3.947901	92.227469       0.00788309
-9.411940	-5.964497	84.494893       0.00864427
-9.676279	-6.231951	84.349868       0.00867445
-7.647584	-4.133147	90.755170       0.00802058
-11.014366	-7.577626	83.726969       0.00874841
-12.947686	-7.443171	247.226779      0.00090669
-9.603881	-3.585364	409.245715      0.00052154
-11.612175	-5.880592	321.022451      0.00070989
-11.348894	-5.602211	329.660013      0.00069845
-9.439847	-3.706922	397.524445      0.00070887
-9.968796	-4.272377	335.412459      0.00073728
-11.015261	-5.203348	332.481434      0.00065112
-12.879530	-7.328435	259.428364      0.00086226
-10.506957	-3.430123	440.520527      0.00016847
-12.281011	-6.646991	285.306208      0.00078853
-10.318970	-6.879638	83.857493       0.00872307
-8.545635	-5.080300	86.359388       0.00847299
-10.918266	-7.481303	83.646393       0.00874623
-9.048912	-5.596032	85.196378       0.00859185
-7.991271	-4.502272	88.472677       0.00825179
-7.451175	-3.921221	92.294271       0.00788280
-9.384210	-5.936717	84.624385       0.00864378
-9.648505	-6.204134	84.399373       0.00867403
-7.620744	-4.106277	90.706499       0.00802031
-10.986486	-7.549721	83.524893       0.00874817
-12.925299	-7.516569	224.543525      0.00100547
-9.581495	-3.565496	407.738831      0.00052295
-11.589789	-5.760705	355.145230      0.00063921
-11.326508	-5.513842	353.093373      0.00065060
-9.417461	-3.709259	381.733313      0.00072798
-9.946410	-4.363989	294.567923      0.00083362
-10.992875	-5.140996	345.469281      0.00062374
-12.857144	-7.448531	224.779167      0.00100560
-10.484571	-3.338623	480.389572      0.00015654
-12.258625	-6.622003	286.063949      0.00078632
-10.309997	-6.870639	83.906176       0.00872282
-8.536466	-5.071120	86.136090       0.00847289
-10.909311	-7.472319	83.731083       0.00874595
-9.039839	-5.586951	84.969786       0.00859177
-7.981939	-4.492939	88.162598       0.00825178
-7.441567	-3.911605	92.150688       0.00788273
-9.375177	-5.927661	84.604295       0.00864356
-9.639494	-6.195112	84.234789       0.00867392
-7.611237	-4.096766	90.517096       0.00802027
-10.977532	-7.540722	83.850084       0.00874773
-12.913426	-7.546594	215.289341      0.00105204
-9.569622	-3.489769	449.744718      0.00048833
-11.577916	-5.712939	368.617854      0.00061502
-11.314635	-5.517843	347.305157      0.00066180
-9.405588	-3.780738	336.055232      0.00079636
-9.934536	-4.280396	319.467332      0.00077162
-10.981002	-5.131461	344.695602      0.00062531
-12.845271	-7.389158	235.780693      0.00095532
-10.472698	-3.332441	476.792462      0.00015749
-12.246752	-6.571990	297.410331      0.00075467
-10.493953	-7.054898	83.896377       0.00872578
-8.719840	-5.254799	86.172270       0.00847578
-11.093322	-7.656649	83.493095       0.00874907
-9.223485	-5.770898	85.034177       0.00859467
-8.164785	-4.676057	88.432486       0.00825429
-7.623552	-4.093812	92.089785       0.00788469
-9.558945	-6.111728	84.726381       0.00864645
-9.823334	-6.379260	84.185489       0.00867691
-7.793543	-4.279313	90.651879       0.00802243
-11.161547	-7.725040	83.858474       0.00875069
-13.088412	-7.643802	232.785085      0.00096726
-9.744608	-3.741129	400.404322      0.00053002
-11.752902	-5.901122	363.604682      0.00062381
-11.489621	-5.682878	350.922184      0.00065475
-9.580574	-4.009838	311.185206      0.00084419
-10.109522	-4.421636	332.112089      0.00074408
-11.155987	-5.340501	333.622488      0.00064863
-13.020257	-7.532858	243.320562      0.00092359
-10.647684	-3.583790	433.854683      0.00017080
-12.421738	-6.796200	282.849866      0.00079577
