bin/phyloP -r 0 --wig-scores --mode CONACC --method LRT F84.rivas.mod InnerNodeData/Alignments/allPos
sibilities.fa -x InnerNodeData/Mods/F84.rivas.infoX --originalF84E > /dev/null
null            alt             scale           pValues
-7.563047	-6.005243	11.908529	0.07754553
-7.729258	-6.178283	11.816520	0.07819858
-7.730325	-6.179354	11.816403	0.07819896
-7.730353	-6.179382	11.816392	0.07819896
-7.730354	-6.179383	11.816391	0.07819896
-7.730354	-6.179383	11.816392	0.07819896
-7.730354	-6.179383	11.816391	0.07819896
-7.730355	-6.179384	11.816391	0.07819896
-7.730385	-6.179414	11.816324	0.07819896
-7.730385	-6.179414	11.816324	0.07819896
-8.884575	-3.606080	316.058973	0.00115750
-8.884575	-3.606080	316.058973	0.00115750
-8.884557	-3.587972	301.428992	0.00113506
-8.884557	-3.578314	305.916952	0.00112327
-8.884557	-3.581874	300.238183	0.00112760
-8.884557	-3.593521	285.601988	0.00114190
-8.884556	-3.586138	282.623991	0.00113281
-8.884414	-3.549376	258.367829	0.00108883
-8.851596	-3.290300	194.332905	0.00085283
-6.703365	-2.445280	151.439873	0.00352005
-7.505463	-5.947645	11.908886	0.07754420
-7.669546	-6.118556	11.816853	0.07819713
-7.670574	-6.119587	11.816756	0.07819742
-7.670602	-6.119616	11.816747	0.07819752
-7.670603	-6.119617	11.816753	0.07819752
-7.670603	-6.119617	11.816742	0.07819752
-7.670603	-6.119617	11.816753	0.07819752
-7.670604	-6.119618	11.816751	0.07819752
-7.670634	-6.119648	11.816749	0.07819752
-7.670634	-6.119648	11.816749	0.07819752
-8.862189	-3.579063	321.230587	0.00115171
-8.862189	-3.579063	321.230587	0.00115171
-8.862171	-3.558866	309.073937	0.00112684
-8.862171	-3.566245	294.304978	0.00113587
-8.862171	-3.557717	302.280894	0.00112544
-8.862171	-3.560866	296.579947	0.00112928
-8.862170	-3.558311	288.679884	0.00112617
-8.862028	-3.534235	249.736910	0.00109739
-8.829209	-3.267230	195.260981	0.00085220
-6.680978	-2.423029	151.283985	0.00352057
-7.512160	-5.954332	11.909132	0.07754325
-7.677325	-6.126325	11.817115	0.07819617
-7.678393	-6.127396	11.817007	0.07819646
-7.678422	-6.127426	11.817004	0.07819656
-7.678423	-6.127426	11.814825	0.07819646
-7.678423	-6.127426	11.817003	0.07819646
-7.678423	-6.127426	11.817003	0.07819646
-7.678424	-6.127427	11.817003	0.07819646
-7.678454	-6.127458	11.818706	0.07819656
-7.678454	-6.127458	11.818706	0.07819656
-8.850316	-3.572594	315.216993	0.00115846
-8.850316	-3.572594	315.216993	0.00115846
-8.850298	-3.551305	304.105936	0.00113211
-8.850298	-3.553681	295.042964	0.00113502
-8.850298	-3.536256	314.085978	0.00111383
-8.850298	-3.548562	297.066937	0.00112875
-8.850297	-3.550376	284.259993	0.00113097
-8.850155	-3.519631	252.872996	0.00109415
-8.817336	-3.254663	196.237877	0.00085156
-6.669105	-2.405358	159.563960	0.00349821
-7.745741	-6.188030	11.906276	0.07755439
-7.914682	-6.363804	11.814128	0.07820789
-7.915704	-6.364830	11.814128	0.07820828
-7.915729	-6.364855	11.814044	0.07820828
-7.915730	-6.364856	11.814038	0.07820828
-7.915730	-6.364856	11.814041	0.07820828
-7.915730	-6.364856	11.814044	0.07820828
-7.915730	-6.364857	11.814043	0.07820837
-7.915756	-6.364882	11.814040	0.07820828
-7.915756	-6.364882	11.814040	0.07820828
-9.025302	-3.747011	315.835956	0.00115775
-9.025302	-3.747011	315.835956	0.00115775
-9.025284	-3.731064	298.860969	0.00113797
-9.025283	-3.730161	293.452970	0.00113686
-9.025283	-3.726184	296.221926	0.00113198
-9.025283	-3.722296	298.495909	0.00112723
-9.025283	-3.727397	282.049973	0.00113347
-9.025141	-3.700504	246.273961	0.00110114
-8.992322	-3.435349	189.089980	0.00085681
-6.844091	-2.580046	160.124596	0.00349707
