bin/phyloP -r 0 --wig-scores --mode CONACC --method LRT F84.modified.mod InnerNodeData/Alignments/all
Possibilities.fa -x InnerNodeData/Mods/F84.modified.infoX
null             alt            scale           pValues
-7.029815	-5.995750	6.623208	0.15040584
-7.674976	-6.653224	6.530645	0.15285718
-7.677060	-6.661467	6.478465	0.15410031
-7.677090	-6.661559	6.477618	0.15411289
-7.677091	-6.661560	6.477609	0.15411289
-7.677091	-6.661560	6.477607	0.15411289
-7.677091	-6.661560	6.477606	0.15411289
-7.677092	-6.661562	6.477594	0.15411309
-7.677124	-6.661659	6.476710	0.15412627
-7.677124	-6.661659	6.476710	0.15412627
-6.964769	-5.153890	16.282573	0.05702858
-6.964769	-5.153890	16.282573	0.05702858
-6.964745	-5.149239	16.424409	0.05671232
-6.964745	-5.148919	16.439099	0.05669052
-6.964745	-5.148895	16.440664	0.05668888
-6.964745	-5.148874	16.441853	0.05668745
-6.964745	-5.148580	16.453779	0.05666743
-6.964717	-5.144294	16.561869	0.05637828
-6.958920	-5.083377	17.122666	0.05277321
-6.171518	-4.460609	14.510643	0.06434012
-6.972185	-5.938026	6.624215	0.15038730
-7.615190	-6.593191	6.532948	0.15280757
-7.617248	-6.601492	6.480056	0.15406727
-7.617279	-6.601586	6.479184	0.15408004
-7.617280	-6.601587	6.479172	0.15408004
-7.617280	-6.601587	6.479171	0.15408004
-7.617280	-6.601587	6.479172	0.15408004
-7.617281	-6.601589	6.479162	0.15408024
-7.617313	-6.601688	6.478246	0.15409382
-7.617313	-6.601688	6.478246	0.15409382
-6.942383	-5.131504	16.282565	0.05702858
-6.942383	-5.131504	16.282565	0.05702858
-6.942359	-5.126853	16.424401	0.05671232
-6.942359	-5.126532	16.439168	0.05669045
-6.942359	-5.126509	16.440553	0.05668888
-6.942359	-5.126487	16.444185	0.05668738
-6.942359	-5.126194	16.453787	0.05666743
-6.942331	-5.121908	16.561871	0.05637828
-6.936534	-5.060991	17.122690	0.05277321
-6.149131	-4.438222	14.510638	0.06434012
-6.978903	-5.944674	6.624961	0.15037349
-7.622966	-6.600736	6.535064	0.15276118
-7.625082	-6.609198	6.481294	0.15404132
-7.625113	-6.609294	6.480394	0.15405450
-7.625114	-6.609295	6.480381	0.15405450
-7.625114	-6.609295	6.480382	0.15405450
-7.625114	-6.609296	6.480380	0.15405470
-7.625115	-6.609297	6.480367	0.15405470
-7.625148	-6.609399	6.479425	0.15406868
-7.625148	-6.609399	6.479425	0.15406868
-6.930509	-5.119631	16.282563	0.05702865
-6.930509	-5.119631	16.282563	0.05702865
-6.930486	-5.114980	16.424407	0.05671232
-6.930486	-5.114659	16.439248	0.05669045
-6.930486	-5.114636	16.440601	0.05668888
-6.930486	-5.114614	16.441745	0.05668738
-6.930486	-5.114321	16.453785	0.05666743
-6.930458	-5.110035	16.562511	0.05637828
-6.924661	-5.049118	17.122655	0.05277321
-6.137258	-4.426349	14.510641	0.06434012
-7.212576	-6.179145	6.616486	0.15053097
-7.860670	-6.840789	6.513439	0.15323362
-7.862586	-6.848117	6.467614	0.15432842
-7.862613	-6.848191	6.466962	0.15433796
-7.862613	-6.848193	6.466954	0.15433837
-7.862613	-6.848193	6.466954	0.15433837
-7.862613	-6.848193	6.466954	0.15433837
-7.862614	-6.848194	6.466945	0.15433837
-7.862642	-6.848271	6.466271	0.15434832
-7.862642	-6.848271	6.466271	0.15434832
-7.105495	-5.294617	16.282564	0.05702865
-7.105495	-5.294617	16.282564	0.05702865
-7.105472	-5.289966	16.424396	0.05671232
-7.105472	-5.289645	16.439164	0.05669045
-7.105472	-5.289622	16.440621	0.05668888
-7.105472	-5.289600	16.441847	0.05668738
-7.105472	-5.289307	16.453784	0.05666743
-7.105444	-5.285021	16.563041	0.05637828
-7.099647	-5.224104	17.110665	0.05277321
-6.312244	-4.601335	14.510637	0.06434012
