bin/phyloP -r 0 --wig-scores --mode CONACC --method LRT hkyg.mod InnerNodeData/Alignments/allPossibil
ities.fa -x InnerNodeData/Mods/hkyg.infoG > /dev/null
null            alt             scale           pValues
-7.800432	-6.854168	6.863957	0.16891706
-8.098299	-6.967191	7.411309	0.13256425
-8.114244	-6.977695	7.483064	0.13163653
-8.114976	-6.978515	7.490924	0.13165148
-8.115010	-6.978575	7.491865	0.13165589
-8.115011	-6.978581	7.492136	0.13165674
-8.115014	-6.978602	7.492372	0.13165980
-8.115086	-6.978902	7.496928	0.13169854
-8.116800	-6.983374	7.544260	0.13216813
-8.116800	-6.983374	7.544260	0.13216813
-10.684534	-9.841087	0.342409	0.19401091
-10.684534	-9.841087	0.342409	0.19401091
-10.684502	-9.841085	0.342411	0.19401884
-10.684502	-9.841085	0.342411	0.19401884
-10.684502	-9.841085	0.342411	0.19401884
-10.684502	-9.841085	0.342411	0.19401884
-10.684501	-9.841085	0.342411	0.19401911
-10.684401	-9.841077	0.342417	0.19404343
-10.666932	-9.836420	0.344237	0.19746512
-9.270388	-8.503176	0.356792	0.21544969
-7.677330	-6.730133	6.878645	0.16870715
-7.969467	-6.837219	7.424098	0.13236927
-7.984921	-6.847006	7.494523	0.13140476
-7.985624	-6.847765	7.502299	0.13141425
-7.985656	-6.847821	7.503133	0.13141832
-7.985658	-6.847826	7.503163	0.13141883
-7.985661	-6.847847	7.503577	0.13142188
-7.985732	-6.848150	7.508278	0.13146122
-7.987446	-6.852643	7.556805	0.13193344
-7.987446	-6.852643	7.556805	0.13193344
-10.662313	-9.818867	0.342409	0.19401118
-10.662313	-9.818867	0.342409	0.19401118
-10.662281	-9.818864	0.342411	0.19401884
-10.662281	-9.818864	0.342411	0.19401884
-10.662281	-9.818864	0.342411	0.19401884
-10.662281	-9.818864	0.342412	0.19401884
-10.662280	-9.818864	0.342411	0.19401911
-10.662180	-9.818856	0.342417	0.19404343
-10.644712	-9.814199	0.344237	0.19746485
-9.248166	-8.480953	0.356792	0.21544939
-7.738538	-6.790113	6.897544	0.16843133
-8.033366	-6.898904	7.433666	0.13199151
-8.049551	-6.909297	7.505458	0.13100896
-8.050314	-6.910132	7.513823	0.13102112
-8.050350	-6.910195	7.514655	0.13102568
-8.050352	-6.910201	7.514759	0.13102636
-8.050355	-6.910224	7.515218	0.13102974
-8.050433	-6.910550	7.520249	0.13107165
-8.052247	-6.915265	7.571245	0.13156301
-8.052247	-6.915265	7.571245	0.13156301
-10.650405	-9.806958	0.342409	0.19401091
-10.650405	-9.806958	0.342409	0.19401091
-10.650372	-9.806955	0.342411	0.19401884
-10.650372	-9.806955	0.342411	0.19401884
-10.650372	-9.806955	0.342411	0.19401884
-10.650372	-9.806955	0.342411	0.19401884
-10.650372	-9.806955	0.342411	0.19401884
-10.650271	-9.806948	0.342417	0.19404369
-10.632803	-9.802291	0.344237	0.19746512
-9.236257	-8.469045	0.356792	0.21544969
-7.963041	-7.025143	6.737373	0.17081273
-8.268694	-7.151134	7.328597	0.13490615
-8.282992	-7.161241	7.396929	0.13417679
-8.283563	-7.161927	7.403525	0.13419675
-8.283586	-7.161972	7.403796	0.13420056
-8.283587	-7.161975	7.404139	0.13420091
-8.283589	-7.161987	7.404380	0.13420265
-8.283636	-7.162193	7.407302	0.13423024
-8.284938	-7.165663	7.441518	0.13460715
-8.284938	-7.165663	7.441518	0.13460715
-10.825142	-9.981695	0.342409	0.19401091
-10.825142	-9.981695	0.342409	0.19401091
-10.825109	-9.981692	0.342411	0.19401884
-10.825109	-9.981692	0.342411	0.19401884
-10.825109	-9.981692	0.342411	0.19401884
-10.825109	-9.981692	0.342411	0.19401884
-10.825109	-9.981692	0.342411	0.19401884
-10.825008	-9.981684	0.342417	0.19404343
-10.807540	-9.977028	0.344237	0.19746512
-9.410993	-8.643780	0.356792	0.21544939
