bin/phyloP -r 0 --wig-scores --mode CONACC --method LRT InnerNodeData/Mods/HKY85G.mod.tree2 InnerNode Data/Alignments/allPossibilities.fa -x InnerNodeData/Mods/hkyg.infoG > /dev/null
null	alt	scale	pValue
-7.907425	-7.145431	5.441910        0.21701699
-8.198743	-7.268854	5.860017        0.17265042
-8.218763	-7.281860	5.920589        0.17103981
-8.219942	-7.282995	5.928005        0.17102976
-8.220011	-7.283088	5.928793        0.17103524
-8.220016	-7.283097	5.928900        0.17103616
-8.220024	-7.283124	5.929275        0.17104049
-8.220167	-7.283487	5.933337        0.17109075
-8.222872	-7.288532	5.973800        0.17162634
-8.222872	-7.288532	5.973800        0.17162634
-11.219767	-9.841087	0.270503        0.09680787
-11.219767	-9.841087	0.270503        0.09680787
-11.219708	-9.841085	0.270505        0.09681477
-11.219708	-9.841085	0.270505        0.09681477
-11.219708	-9.841085	0.270505        0.09681477
-11.219708	-9.841085	0.270505        0.09681477
-11.219706	-9.841085	0.270505        0.09681501
-11.219516	-9.841077	0.270509        0.09683705
-11.195077	-9.836420	0.271947        0.09926493
-9.774666	-8.503175	0.281866        0.11078538
-7.758715	-6.995939	5.452279        0.21678124
-8.043374	-7.112656	5.869586        0.17245916
-8.062570	-7.124664	5.929055        0.17081091
-8.063683	-7.125697	5.936103        0.17079266
-8.063748	-7.125781	5.936863        0.17079700
-8.063752	-7.125790	5.936961        0.17079814
-8.063760	-7.125816	5.937346        0.17080224
-8.063900	-7.126175	5.941492        0.17085219
-8.066575	-7.131182	5.982673        0.17138509
-8.066575	-7.131182	5.982673        0.17138509
-11.197547	-9.818867	0.270503        0.09680787
-11.197547	-9.818867	0.270503        0.09680787
-11.197487	-9.818864	0.270505        0.09681477
-11.197487	-9.818864	0.270505        0.09681477
-11.197487	-9.818864	0.270505        0.09681477
-11.197487	-9.818864	0.270505        0.09681477
-11.197485	-9.818864	0.270505        0.09681501
-11.197295	-9.818856	0.270509        0.09683705
-11.172857	-9.814199	0.271947        0.09926480
-9.752444	-8.480953	0.281866        0.11078538
-7.838133	-7.074026	5.469126        0.21638069
-8.125716	-7.192775	5.877966        0.17194747
-8.145943	-7.205622	5.938517        0.17026120
-8.147164	-7.206772	5.946152        0.17024507
-8.147238	-7.206870	5.946987        0.17025052
-8.147243	-7.206880	5.947106        0.17025166
-8.147252	-7.206909	5.947531        0.17025620
-8.147407	-7.207300	5.951986        0.17030983
-8.150261	-7.212602	5.995393        0.17086724
-8.150261	-7.212602	5.995393        0.17086724
-11.185638	-9.806958	0.270503        0.09680787
-11.185638	-9.806958	0.270503        0.09680787
-11.185579	-9.806955	0.270505        0.09681465
-11.185578	-9.806955	0.270505        0.09681477
-11.185578	-9.806955	0.270505        0.09681477
-11.185578	-9.806955	0.270505        0.09681477
-11.185577	-9.806955	0.270505        0.09681489
-11.185387	-9.806948	0.270509        0.09683705
-11.160948	-9.802291	0.271947        0.09926493
-9.740536	-8.469045	0.281866        0.11078538
-8.077183	-7.323488	5.337876        0.21953778
-8.378489	-7.461126	5.793159        0.17557035
-8.396618	-7.473637	5.851169        0.17425377
-8.397549	-7.474585	5.857282        0.17425774
-8.397597	-7.474653	5.857841        0.17426240
-8.397599	-7.474659	5.857903        0.17426334
-8.397604	-7.474675	5.858113        0.17426590
-8.397699	-7.474923	5.860729        0.17430161
-8.399760	-7.478848	5.890251        0.17473731
-8.399760	-7.478848	5.890251        0.17473731
-11.360375	-9.981695	0.270503        0.09680787
-11.360375	-9.981695	0.270503        0.09680787
-11.360316	-9.981692	0.270505        0.09681465
-11.360315	-9.981692	0.270505        0.09681477
-11.360315	-9.981692	0.270505        0.09681477
-11.360315	-9.981692	0.270505        0.09681477
-11.360314	-9.981692	0.270505        0.09681489
-11.360123	-9.981685	0.270509        0.09683717
-11.335685	-9.977028	0.271947        0.09926493
-9.915271	-8.643780	0.281866        0.11078538
