bin/phyloP -r 0 --wig-scores --mode CONACC --method LRT InnerNodeData/Mods/F84.rivas.mod.tree2 InnerNodeData/Alignments/allPossibilities.fa -x InnerNodeData/Mods/F84.rivas.infoX --originalF84E > /dev/null
null	alt	scale	pValue
-7.553190	-6.208610	9.407956        0.10103306
-7.730934	-6.393018	9.335300        0.10188207
-7.732629	-6.394718	9.335199        0.10188271
-7.732686	-6.394775	9.335195        0.10188271
-7.732688	-6.394777	9.335195        0.10188271
-7.732688	-6.394777	9.335195        0.10188271
-7.732688	-6.394777	9.335195        0.10188271
-7.732690	-6.394779	9.335195        0.10188271
-7.732751	-6.394840	9.335191        0.10188271
-7.732751	-6.394840	9.335191        0.10188271
-8.648368	-3.570578	286.492829      0.00143865
-8.648368	-3.570578	286.492829      0.00143865
-8.648339	-3.569580	255.784991      0.00143714
-8.648339	-3.552010	270.848833      0.00141001
-8.648339	-3.561455	257.993985      0.00142453
-8.648339	-3.565491	251.847998      0.00143078
-8.648337	-3.562345	246.671970      0.00142591
-8.648111	-3.541806	212.191932      0.00139484
-8.606944	-3.284244	161.206909      0.00110345
-6.468552	-2.437979	128.748854      0.00452246
-7.486351	-6.141757	9.408228        0.10103129
-7.661437	-6.323506	9.335575        0.10188015
-7.663064	-6.325139	9.335479        0.10188092
-7.663121	-6.325195	9.335474        0.10188079
-7.663123	-6.325198	9.335474        0.10188092
-7.663123	-6.325198	9.335474        0.10188092
-7.663123	-6.325198	9.335474        0.10188092
-7.663126	-6.325200	9.335474        0.10188079
-7.663186	-6.325261	9.335470        0.10188092
-7.663186	-6.325261	9.335470        0.10188092
-8.625982	-3.555371	277.869927      0.00144990
-8.625982	-3.555371	277.869927      0.00144990
-8.625953	-3.542007	261.485971      0.00142908
-8.625952	-3.541672	256.262000      0.00142856
-8.625952	-3.536498	261.010943      0.00142056
-8.625952	-3.535400	260.748886      0.00141887
-8.625951	-3.544617	241.532986      0.00143313
-8.625725	-3.515697	216.602828      0.00138922
-8.584557	-3.259090	166.260620      0.00110015
-6.446166	-2.419507	123.112946      0.00454204
-7.497863	-6.153259	9.408427        0.10103002
-7.674282	-6.336340	9.335787        0.10187874
-7.675976	-6.338039	9.335687        0.10187938
-7.676034	-6.338097	9.335684        0.10187938
-7.676036	-6.338100	9.335684        0.10187951
-7.676036	-6.338100	9.335682        0.10187951
-7.676036	-6.338100	9.335683        0.10187951
-7.676038	-6.338102	9.335682        0.10187951
-7.676101	-6.338165	9.335679        0.10187951
-7.676101	-6.338165	9.335679        0.10187951
-8.614108	-3.552803	267.690984      0.00146461
-8.614108	-3.552803	267.690984      0.00146461
-8.614079	-3.529675	262.008966      0.00142837
-8.614079	-3.533407	252.327997      0.00143416
-8.614079	-3.520630	265.913874      0.00141442
-8.614079	-3.530246	252.936949      0.00142925
-8.614078	-3.536637	237.469994      0.00143920
-8.613851	-3.511428	207.911961      0.00140072
-8.572684	-3.251029	159.638827      0.00110470
-6.434293	-2.405611	125.691932      0.00453191
-7.747235	-6.402748	9.406157        0.10104486
-7.928478	-6.590660	9.333418        0.10189461
-7.930109	-6.592296	9.333324        0.10189525
-7.930159	-6.592346	9.333320        0.10189525
-7.930160	-6.592347	9.333320        0.10189525
-7.930161	-6.592347	9.333320        0.10189512
-7.930161	-6.592348	9.333320        0.10189525
-7.930162	-6.592349	9.333319        0.10189525
-7.930215	-6.592402	9.333316        0.10189525
-7.930215	-6.592402	9.333316        0.10189525
-8.789094	-3.721207	274.781998      0.00145419
-8.789094	-3.721207	274.781998      0.00145419
-8.789065	-3.704188	262.549994      0.00142763
-8.789065	-3.701365	260.162917      0.00142327
-8.789065	-3.694912	266.806794      0.00141334
-8.789065	-3.696371	263.392845      0.00141558
-8.789064	-3.696523	254.466882      0.00141581
-8.788837	-3.677887	217.746902      0.00138783
-8.747670	-3.428024	156.955835      0.00110710
-6.609279	-2.581096	125.005752      0.00453440
