bin/phyloP -r 0 --wig-scores --mode CONACC --method LRT InnerNodeData/Mods/HKY85G.average.mod.tree1 InnerNodeData/Alignments/allPossibilitie2.fa -x InnerNodeData/Mods/hkyg.infoG > /dev/null
null    alt     scale   pValue
-10.377097	-6.891941	89.947945       0.00828730
-8.590699	-5.765873	44.383382       0.01745884
-10.975507	-7.375946	94.120465       0.00729393
-9.111164	-6.049132	61.189989       0.01333539
-8.065397	-5.604113	36.366189       0.02650809
-7.537924	-5.439616	26.789178       0.04050473
-9.445218	-6.249131	70.266074       0.01146246
-9.708367	-6.411819	75.892710       0.01023750
-7.702897	-5.488163	29.781918       0.03532352
-11.043638	-7.442464	88.273381       0.00728083
-12.246303	-11.953503	2.405865        0.44412563
-8.864084	-8.509843	2.667698        0.39994821
-10.906738	-10.608334	2.429076        0.43979852
-10.641798	-10.341076	2.438718        0.43802760
-8.691861	-8.325704	2.719820        0.39213416
-9.240300	-8.907694	2.573396        0.41472592
-10.305322	-10.000478	2.455934        0.43490531
-12.178046	-11.885110	2.406409        0.44401984
-9.794755	-9.471353	2.538991        0.42125766
-11.578258	-11.283584	2.413612        0.44267135
-10.338982	-6.873934	74.298420       0.00847571
-8.553298	-5.726358	44.848405       0.01741679
-10.937293	-7.356069	82.141879       0.00744455
-9.073585	-6.025390	74.960702       0.01354583
-8.029219	-5.566722	36.770002       0.02647089
-7.503239	-5.404309	26.851559       0.04047503
-9.407435	-6.208092	70.482041       0.01142049
-9.670456	-6.370337	75.830543       0.01019651
-7.667666	-5.452149	29.623357       0.03529112
-11.005416	-7.436494	75.492821       0.00754738
-12.224082	-11.931283	2.405837        0.44412641
-8.841864	-8.487622	2.667698        0.39994755
-10.884517	-10.586113	2.429060        0.43979852
-10.619577	-10.318856	2.438707        0.43802837
-8.669640	-8.303483	2.719819        0.39213416
-9.218079	-8.885473	2.573394        0.41472592
-10.283101	-9.978257	2.455929        0.43490531
-12.155826	-11.862889	2.406432        0.44401907
-9.772534	-9.449132	2.538988        0.42125766
-11.556037	-11.261363	2.413631        0.44267135
-10.338743	-6.846726	89.206626       0.00822400
-8.551886	-5.723160	44.559581       0.01738136
-10.937126	-7.323391	100.398544      0.00717963
-9.072928	-6.005860	61.637267       0.01325963
-8.027511	-5.564129	36.502184       0.02644379
-7.500413	-5.401039	26.870965       0.04045384
-9.406949	-6.205234	71.163782       0.01139001
-9.670064	-6.366783	78.274679       0.01016036
-7.665250	-5.449158	29.789551       0.03526735
-11.005255	-7.389603	91.997058       0.00716431
-12.212174	-11.919374	2.405851        0.44412563
-8.829955	-8.475714	2.667697        0.39994821
-10.872609	-10.574204	2.429076        0.43979775
-10.607669	-10.306947	2.438721        0.43802760
-8.657732	-8.291575	2.719821        0.39213416
-9.206171	-8.873564	2.573390        0.41472522
-10.271193	-9.966349	2.455925        0.43490531
-12.143917	-11.850980	2.406444        0.44401907
-9.760625	-9.437224	2.538990        0.42125837
-11.544129	-11.249454	2.413602        0.44267058
-10.520495	-7.063673	88.191387       0.00855405
-8.736851	-5.927179	44.160179       0.01776330
-11.118923	-7.552330	91.986068       0.00756702
-9.254578	-6.211418	59.835288       0.01362325
-8.208661	-5.755319	35.994986       0.02675295
-7.681020	-5.586764	26.652450       0.04069880
-9.588573	-6.413287	68.627682       0.01173435
-9.851744	-6.578549	75.233697       0.01050972
-7.846050	-5.636462	29.365891       0.03553719
-11.187058	-7.611694	90.628429       0.00749336
-12.386911	-12.094111	2.405862        0.44412563
-9.004692	-8.650450	2.667697        0.39994755
-11.047345	-10.748941	2.429080        0.43979852
-10.782406	-10.481684	2.438719        0.43802760
-8.832469	-8.466312	2.719820        0.39213416
-9.380907	-9.048301	2.573392        0.41472592
-10.445930	-10.141085	2.455930        0.43490455
-12.318654	-12.025717	2.406378        0.44401907
-9.935362	-9.611960	2.538987        0.42125766
-11.718865	-11.424191	2.413583        0.44267135
