bin/phyloP -r 0 --wig-scores --mode CONACC --method LRT InnerNodeData/Mods/F84.modified.average.mod.tree2 InnerNodeData/Alignments/allPossibilities.fa -x InnerNodeData/Mods/F84.modified.infoX > /dev/null
null    alt     scale   pValue
-7.435495	-5.509811	17.790304       0.04970543
-8.050750	-6.139884	17.519916       0.05059192
-8.051233	-6.146399	17.388297       0.05095755
-8.051235	-6.146447	17.393840       0.05096035
-8.051235	-6.146447	17.393768       0.05096035
-8.051235	-6.146447	17.399736       0.05096035
-8.051235	-6.146448	17.383358       0.05096041
-8.051235	-6.146448	17.393790       0.05096041
-8.051236	-6.146502	17.383597       0.05096364
-8.051236	-6.146502	17.383597       0.05096364
-7.911325	-5.153892	43.677055       0.01885552
-7.911325	-5.153892	43.677055       0.01885552
-7.911322	-5.149244	43.990299       0.01875565
-7.911322	-5.148923	44.032166       0.01874877
-7.911322	-5.148899	44.045988       0.01874825
-7.911322	-5.148874	44.125836       0.01874772
-7.911322	-5.148581	44.177560       0.01874144
-7.911318	-5.144297	44.384592       0.01864997
-7.909119	-5.083377	45.993078       0.01744061
-7.113648	-4.460610	39.059032       0.02125117
-7.399926	-5.474135	17.793544       0.04969909
-8.014356	-6.103184	17.535650       0.05057344
-8.014840	-6.109815	17.400047       0.05094593
-8.014842	-6.109866	17.398256       0.05094891
-8.014842	-6.109866	17.398110       0.05094891
-8.014842	-6.109866	17.398236       0.05094891
-8.014842	-6.109866	17.398204       0.05094891
-8.014842	-6.109866	17.397574       0.05094891
-8.014844	-6.109923	17.407438       0.05095226
-8.014844	-6.109923	17.407438       0.05095226
-7.888939	-5.131506	43.662059       0.01885552
-7.888939	-5.131506	43.662059       0.01885552
-7.888936	-5.126858	43.981079       0.01875565
-7.888936	-5.126533	44.127231       0.01874868
-7.888936	-5.126510	44.125965       0.01874819
-7.888936	-5.126488	44.145062       0.01874772
-7.888936	-5.126194	44.190688       0.01874142
-7.888932	-5.121910	44.408654       0.01864995
-7.886733	-5.060993	45.922342       0.01744065
-7.091262	-4.438222	38.988370       0.02125112
-7.395052	-5.469195	17.794845       0.04969518
-8.009902	-6.098528	17.528253       0.05056125
-8.010396	-6.105253	17.402916       0.05093875
-8.010398	-6.105305	17.400925       0.05094179
-8.010398	-6.105305	17.409028       0.05094179
-8.010398	-6.105305	17.401124       0.05094179
-8.010398	-6.105305	17.403931       0.05094179
-8.010398	-6.105306	17.400994       0.05094185
-8.010400	-6.105364	17.399051       0.05094526
-8.010400	-6.105364	17.399051       0.05094526
-7.877065	-5.119632	43.831201       0.01885552
-7.877065	-5.119632	43.831201       0.01885552
-7.877062	-5.114984	44.003574       0.01875565
-7.877062	-5.114663	44.296823       0.01874877
-7.877062	-5.114637	44.116053       0.01874821
-7.877062	-5.114617	44.061268       0.01874778
-7.877062	-5.114326	44.063972       0.01874155
-7.877058	-5.110035	44.455066       0.01864993
-7.874860	-5.049121	45.891169       0.01744067
-7.079388	-4.426350	39.027822       0.02125117
-7.591731	-5.666703	17.769900       0.04974433
-8.208040	-6.299114	17.465437       0.05070921
-8.208473	-6.304810	17.353994       0.05102885
-8.208475	-6.304847	17.354846       0.05103099
-8.208475	-6.304847	17.349677       0.05103099
-8.208475	-6.304847	17.366767       0.05103099
-8.208475	-6.304847	17.366237       0.05103099
-8.208475	-6.304847	17.366150       0.05103099
-8.208476	-6.304889	17.364749       0.05103349
-8.208476	-6.304889	17.364749       0.05103349
-8.052051	-5.294617	43.781281       0.01885550
-8.052051	-5.294617	43.781281       0.01885550
-8.052048	-5.289973	43.955292       0.01875571
-8.052048	-5.289645	44.130632       0.01874868
-8.052048	-5.289623	44.106774       0.01874821
-8.052048	-5.289605	44.035892       0.01874782
-8.052048	-5.289309	44.318930       0.01874148
-8.052044	-5.285024	44.381277       0.01864999
-8.049846	-5.224108	45.873692       0.01744069
-7.254374	-4.601335	38.966942       0.02125114
