bin/phyloP -r 0 --wig-scores --mode CONACC --method LRT InnerNodeData/Mods/F84.rivas.average.mod.tree1 InnerNodeData/Alignments/allPossibilities2.fa -x InnerNodeData/Mods/F84.rivas.infoX --originalF84E
null    alt     scale   pValue
-8.149493	-5.663609	31.743914       0.02576430
-8.149342	-5.663459	31.678675       0.02576433
-8.149494	-5.663610	31.738562       0.02576430
-8.149493	-5.663609	31.740921       0.02576430
-8.149491	-5.663608	31.705149       0.02576433
-8.149342	-5.663459	31.678675       0.02576433
-8.149493	-5.663609	31.764819       0.02576430
-8.149493	-5.663609	31.708949       0.02576430
-8.149339	-5.663455	31.811832       0.02576430
-8.149494	-5.663610	31.738562       0.02576430
-9.874187	-4.205305	294.791734      0.00075947
-9.861664	-3.265497	401.571606      0.00028110
-9.874185	-4.031605	340.968706      0.00063001
-9.874185	-4.039299	333.400350      0.00063524
-9.861687	-3.396830	392.853584      0.00032341
-9.874165	-3.735349	396.825034      0.00045842
-9.874185	-3.952030	356.237903      0.00057838
-9.874187	-4.205305	294.791734      0.00075947
-9.861687	-3.396830	392.853584      0.00032341
-9.874185	-4.093852	319.848310      0.00067362
-8.113123	-5.627225	31.683785       0.02576388
-8.112977	-5.627076	31.735823       0.02576379
-8.113124	-5.627224	31.750846       0.02576382
-8.113123	-5.627223	31.738528       0.02576382
-8.113121	-5.627221	31.752507       0.02576382
-8.112977	-5.627076	31.735823       0.02576379
-8.113123	-5.627223	31.755161       0.02576382
-8.113123	-5.627223	31.725146       0.02576382
-8.112974	-5.627074	31.812236       0.02576382
-8.113124	-5.627224	31.750846       0.02576382
-9.851801	-4.173317	298.256000      0.00075165
-9.839278	-3.247253	397.172968      0.00028234
-9.851799	-4.032095	331.239707      0.00064569
-9.851799	-3.920558	378.476903      0.00057276
-9.839300	-3.357012	410.832974      0.00031744
-9.851779	-3.706270	401.364717      0.00045514
-9.851799	-3.961766	341.525863      0.00059868
-9.851801	-4.173317	298.256000      0.00075165
-9.839300	-3.357012	410.832974      0.00031744
-9.851799	-4.015407	343.296358      0.00063421
-8.108672	-5.622763	31.751159       0.02576355
-8.108521	-5.622611	31.736519       0.02576352
-8.108674	-5.622765	31.774757       0.02576355
-8.108672	-5.622764	31.787555       0.02576358
-8.108671	-5.622762	31.762130       0.02576355
-8.108521	-5.622611	31.736519       0.02576352
-8.108672	-5.622763	31.748316       0.02576355
-8.108672	-5.622763	31.752068       0.02576355
-8.108518	-5.622609	31.700892       0.02576355
-8.108674	-5.622765	31.774757       0.02576355
-9.839928	-4.098045	322.717905      0.00070207
-9.827405	-3.236838	395.668924      0.00028278
-9.839925	-3.925253	375.042313      0.00058305
-9.839925	-3.994579	337.832088      0.00062814
-9.827427	-3.362660	392.768141      0.00032344
-9.839905	-3.706883	392.998653      0.00046128
-9.839925	-3.980112	328.668902      0.00061844
-9.839928	-4.098045	322.717905      0.00070207
-9.827427	-3.362660	392.768141      0.00032344
-9.839925	-4.074860	313.902610      0.00068477
-8.306682	-5.820893	31.740005       0.02576713
-8.306539	-5.820750	31.792102       0.02576713
-8.306683	-5.820894	31.748385       0.02576713
-8.306682	-5.820893	31.755787       0.02576713
-8.306681	-5.820895	31.819722       0.02576722
-8.306539	-5.820750	31.792102       0.02576713
-8.306682	-5.820893	31.754044       0.02576713
-8.306682	-5.820894	31.792906       0.02576716
-8.306536	-5.820746	31.736274       0.02576710
-8.306683	-5.820894	31.748385       0.02576713
-10.014914	-4.222919	344.280818      0.00066522
-10.002391	-3.408563	399.062983      0.00028180
-10.014911	-4.245949	311.202779      0.00068191
-10.014911	-4.178320	334.116229      0.00063407
-10.002413	-3.530772	399.521690      0.00032107
-10.014891	-3.928314	365.283930      0.00048482
-10.014911	-4.133876	337.603930      0.00060450
-10.014914	-4.222919	344.280818      0.00066522
-10.002413	-3.530772	399.521690      0.00032107
-10.014911	-4.150292	356.190105      0.00061526
