bin/phyloP -r 0 --wig-scores --mode CONACC --method LRT InnerNodeData/Mods/F84.rivas.average.mod.tree2 InnerNodeData/Alignments/allPossibilities.fa -x InnerNodeData/Mods/F84.rivas.infoX --originalF84E
null    alt     scale   pValue
-8.012022	-5.518921	31.961652       0.02555023
-8.149342	-5.663457	31.735268       0.02576427
-8.149493	-5.663609	31.768342       0.02576430
-8.149494	-5.663610	31.744636       0.02576430
-8.149494	-5.663613	31.823515       0.02576439
-8.149494	-5.663610	31.749230       0.02576430
-8.149494	-5.663610	31.745884       0.02576430
-8.149494	-5.663610	31.740888       0.02576430
-8.149496	-5.663612	31.758813       0.02576430
-8.149496	-5.663612	31.758813       0.02576430
-9.874187	-4.119252	328.158039      0.00069228
-9.874187	-4.119252	328.158039      0.00069228
-9.874185	-3.975009	373.324042      0.00059283
-9.874185	-4.041298	337.561150      0.00063660
-9.874185	-4.026533	342.440603      0.00062658
-9.874185	-4.006583	348.247685      0.00061329
-9.874185	-4.022347	328.828027      0.00062377
-9.874165	-3.796854	378.989635      0.00048966
-9.861684	-3.383340	381.261412      0.00031878
-7.689678	-2.495994	323.937975      0.00126880
-7.976471	-5.483355	31.941565       0.02554979
-8.112977	-5.627076	31.791835       0.02576379
-8.113123	-5.627225	31.691989       0.02576388
-8.113124	-5.627224	31.753235       0.02576382
-8.113124	-5.627224	31.742389       0.02576382
-8.113124	-5.627224	31.750387       0.02576382
-8.113124	-5.627224	31.751629       0.02576382
-8.113124	-5.627225	31.740860       0.02576385
-8.113126	-5.627226	31.729546       0.02576382
-8.113126	-5.627226	31.729546       0.02576382
-9.851801	-4.085829	332.843756      0.00068410
-9.851801	-4.085829	332.843756      0.00068410
-9.851799	-4.010399	345.698569      0.00063081
-9.851799	-4.011255	340.868890      0.00063139
-9.851799	-4.017206	336.797455      0.00063544
-9.851799	-3.926108	376.313618      0.00057619
-9.851799	-3.923431	363.290736      0.00057453
-9.851779	-3.802949	363.074864      0.00050485
-9.839298	-3.331784	408.965988      0.00030900
-7.667292	-2.468461	329.454998      0.00126175
-7.971588	-5.478465	32.076624       0.02554958
-8.108521	-5.622611	31.782143       0.02576352
-8.108672	-5.622763	31.738534       0.02576355
-8.108674	-5.622765	31.716171       0.02576355
-8.108674	-5.622766	31.693966       0.02576358
-8.108674	-5.622765	31.756462       0.02576355
-8.108674	-5.622765	31.725588       0.02576355
-8.108674	-5.622767	31.815629       0.02576361
-8.108676	-5.622767	31.706899       0.02576355
-8.108676	-5.622767	31.706899       0.02576355
-9.839928	-4.072902	333.296557      0.00068333
-9.839928	-4.072902	333.296557      0.00068333
-9.839925	-4.005548	342.575132      0.00063559
-9.839925	-4.058317	316.695961      0.00067269
-9.839925	-3.957313	358.362079      0.00060348
-9.839925	-3.933385	366.627787      0.00058816
-9.839925	-4.011794	319.309297      0.00063987
-9.839905	-3.732264	397.788371      0.00047400
-9.827425	-3.318282	410.728929      0.00030846
-7.655418	-2.452966	333.541956      0.00125681
-8.168235	-5.675225	31.965438       0.02555292
-8.306539	-5.820749	31.768546       0.02576710
-8.306682	-5.820894	31.695249       0.02576716
-8.306683	-5.820895	31.790315       0.02576716
-8.306683	-5.820894	31.743470       0.02576713
-8.306683	-5.820894	31.743184       0.02576713
-8.306683	-5.820894	31.747352       0.02576713
-8.306683	-5.820894	31.730946       0.02576713
-8.306684	-5.820896	31.735316       0.02576716
-8.306684	-5.820896	31.735316       0.02576716
-10.014914	-4.217739	346.670496      0.00066152
-10.014914	-4.217739	346.670496      0.00066152
-10.014911	-4.185233	340.510710      0.00063880
-10.014911	-4.172670	341.609489      0.00063024
-10.014911	-4.200537	328.359246      0.00064940
-10.014911	-4.208328	322.449809      0.00065487
-10.014911	-4.099379	357.060326      0.00058251
-10.014891	-4.058652	319.895540      0.00055759
-10.002411	-3.512992	391.020451      0.00031503
-7.830404	-2.625334	336.612931      0.00125325
